央视频道,#genre#
兵器科技,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226975/index.m3u8
世界地理,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226947/index.m3u8
文化精品,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226981/index.m3u8
女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226969/index.m3u8

卫视频道,#genre#
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/index.m3u8
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225796/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226204/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226217/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225798/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225800/index.m3u8
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225764/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225803/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225801/index.m3u8
广西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225770/index.m3u8
东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225766/index.m3u8
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226219/index.m3u8
海南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225769/index.m3u8
河北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225750/index.m3u8
河南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225767/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226209/index.m3u8
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225763/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226194/index.m3u8
云南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225751/index.m3u8
贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225793/index.m3u8
四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225768/index.m3u8
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225821/index.m3u8
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225754/index.m3u8
青海卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225794/index.m3u8
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225748/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225747/index.m3u8
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226214/index.m3u8
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225792/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226201/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225802/index.m3u8
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225786/index.m3u8

陕西频道,#genre#
新闻资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/index.m3u8
都市青春,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/index.m3u8
银龄频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/index.m3u8
秦腔频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/index.m3u8
体育休闲,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/index.m3u8
西部电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/index.m3u8
西安新闻,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/index.m3u8
西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/index.m3u8
西安教育,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
延安综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
延安公共,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226375/index.m3u8
洛川融媒,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226996/index.m3u8

数字频道,#genre#
家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/index.m3u8
影迷电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
都市剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226581/index.m3u8
欢笑剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226582/index.m3u8
金鹰纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226351/index.m3u8
乐游频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226580/index.m3u8
金鹰卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225744/index.m3u8
卡酷卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
优漫卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225795/index.m3u8

影视频道,#genre#
罗翔,http://yezilive.jxpan.vip:35455/huya/11601965
成龙,http://yezilive.jxpan.vip:35455/huya/11342386
王晶,http://yezilive.jxpan.vip:35455/huya/11602058
沈腾,http://yezilive.jxpan.vip:35455/huya/11601968
黄渤,http://yezilive.jxpan.vip:35455/huya/11352876
徐克,http://yezilive.jxpan.vip:35455/huya/11352909
强森,http://yezilive.jxpan.vip:35455/huya/21059581
贺岁,http://yezilive.jxpan.vip:35455/huya/11601971
喜剧,http://yezilive.jxpan.vip:35455/huya/11352877
港片,http://yezilive.jxpan.vip:35455/huya/11602043
功夫片,http://yezilive.jxpan.vip:35455/huya/11352941
古惑仔,http://yezilive.jxpan.vip:35455/huya/11336719
周星驰,http://yezilive.jxpan.vip:35455/huya/11342412
周润发,http://yezilive.jxpan.vip:35455/huya/11342387
林正英,http://yezilive.jxpan.vip:35455/huya/11342421
李连杰,http://yezilive.jxpan.vip:35455/huya/11342390
古天乐,http://yezilive.jxpan.vip:35455/huya/29982675
洪金宝,http://yezilive.jxpan.vip:35455/huya/11279251
梁家辉,http://yezilive.jxpan.vip:35455/huya/11342429
刘德华,http://yezilive.jxpan.vip:35455/huya/11342424
斯坦森,http://yezilive.jxpan.vip:35455/huya/21059588
甄子丹,http://yezilive.jxpan.vip:35455/huya/11352935
天道,http://yezilive.jxpan.vip:35455/yy/1382735574
狂飙,http://yezilive.jxpan.vip:35455/yy/1354790484
征服,http://yezilive.jxpan.vip:35455/huya/11601970
亮剑,http://yezilive.jxpan.vip:35455/huya/30080238
繁花,http://yezilive.jxpan.vip:35455/huya/21059580
西游记,http://yezilive.jxpan.vip:35455/huya/26355861
庆余年,http://yezilive.jxpan.vip:35455/huya/11352960
芈月传,http://yezilive.jxpan.vip:35455/huya/11352975
好先生,http://yezilive.jxpan.vip:35455/huya/11602088
宫心计,http://yezilive.jxpan.vip:35455/yy/1354933540
寻秦记,http://yezilive.jxpan.vip:35455/yy/1382749900
鹿鼎记,http://yezilive.jxpan.vip:35455/yy/1382704650
天龙八部,http://yezilive.jxpan.vip:35455/yy/1351814644
神雕侠侣,http://yezilive.jxpan.vip:35455/yy/1351762426
笑傲江湖,http://yezilive.jxpan.vip:35455/yy/1354930909
九阴真经,http://yezilive.jxpan.vip:35455/huya/23824164
公主嫁到,http://yezilive.jxpan.vip:35455/yy/1382736915
法证先锋,http://yezilive.jxpan.vip:35455/yy/1354930939
小李飞刀,http://yezilive.jxpan.vip:35455/huya/11342417
插翅难逃,http://yezilive.jxpan.vip:35455/yy/23402146
龙门镖局,http://yezilive.jxpan.vip:35455/huya/11352874
延禧攻略,http://yezilive.jxpan.vip:35455/huya/26355864
康熙王朝,http://yezilive.jxpan.vip:35455/huya/11352940
火蓝刀锋,http://yezilive.jxpan.vip:35455/yy/1382737892
士兵突击,http://yezilive.jxpan.vip:35455/huya/11342430
扫黑风暴,http://yezilive.jxpan.vip:35455/huya/11342404
血色浪漫,http://yezilive.jxpan.vip:35455/yy/1354926676
三国演义,http://yezilive.jxpan.vip:35455/huya/11602081
陈翔六点半,http://yezilive.jxpan.vip:35455/huya/11274154
乌龙闯情关,http://yezilive.jxpan.vip:35455/huya/26355767
倚天屠龙记,http://yezilive.jxpan.vip:35455/huya/11342403
神医喜来乐,http://yezilive.jxpan.vip:35455/huya/11601978
小生物的故事,http://yezilive.jxpan.vip:35455/yy/1382736834
地球上的地狱,http://yezilive.jxpan.vip:35455/yy/1382736918
小鱼儿与花无缺,http://yezilive.jxpan.vip:35455/huya/29465867
铁齿铜牙纪晓岚,http://yezilive.jxpan.vip:35455/huya/11342396
康熙微服私访记,http://yezilive.jxpan.vip:35455/huya/11342418
我的团长我的团,http://yezilive.jxpan.vip:35455/huya/11352910
